policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;suspicion_score;motif_suspicion
POL104747;PA;800;1056.0;60;FEMALE;College;Teacher;yachting;07/09/2024;Parked Car;Front;Major Damage;Ambulance;IL;Michaelfort;9;1;4;1;No;29255.58;24400.69;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL105781;FL;500;1128.29;60;OTHER;Masters;Teacher;paintball;08/04/2025;Multi-vehicle Collision;Unknown;Total Loss;Police;CA;East Dorisport;18;1;3;2;No;26340.82;24254.31;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL106173;MI;200;1448.57;24;OTHER;College;Lawyer;paintball;02/12/2023;Parked Car;Rear;Total Loss;Ambulance;NC;Port Ryan;7;2;3;4;No;28217.94;24035.97;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL106428;PA;500;758.95;58;OTHER;College;Doctor;paintball;25/08/2025;Vehicle Theft;Side;Major Damage;Police;NY;Lake Victoria;3;2;3;0;Yes;18563.84;23967.72;110.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL106432;FL;700;1182.15;73;MALE;High School;Teacher;paintball;01/04/2024;Multi-vehicle Collision;Side;Total Loss;Police;TX;Leebury;13;2;3;5;No;25373.36;24415.59;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL106781;TX;1000;1434.31;57;FEMALE;Masters;Technician;paintball;01/02/2025;Single Vehicle Collision;Rear;Major Damage;Fire;GA;Campbellmouth;4;2;2;0;No;20433.13;23682.16;110.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Aucun temoin et pas de rapport de police | Horaire atypique
POL106791;MI;700;1418.51;39;FEMALE;High School;Manager;movies;25/03/2025;Parked Car;Rear;Total Loss;Police;IL;Lake Sandraview;3;4;0;0;Yes;22011.01;21428.97;110.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL107594;GA;400;636.67;29;OTHER;High School;Doctor;paintball;10/06/2025;Parked Car;Unknown;Total Loss;Ambulance;OH;Port Marialand;23;3;1;0;Yes;20367.3;22723.58;110.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL107964;OH;800;1462.66;20;OTHER;College;Technician;hiking;02/11/2024;Multi-vehicle Collision;Rear;Major Damage;Fire;CA;East Michelle;10;1;0;1;No;26393.02;22548.88;110.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Gravite elevee sans blesse declare
POL107990;NC;200;1232.29;32;FEMALE;PhD;Manager;reading;16/07/2024;Single Vehicle Collision;Side;Minor Damage;Police;OH;Thompsonhaven;17;2;0;4;No;23959.4;24063.16;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL108436;MI;700;1054.97;27;FEMALE;PhD;Manager;movies;24/05/2024;Parked Car;Side;Total Loss;inconnu;NY;Noblemouth;10;1;1;5;No;23313.16;24570.66;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL108552;NY;300;894.82;38;MALE;Masters;Clerk;reading;14/06/2025;Multi-vehicle Collision;Side;Minor Damage;Police;TX;East Jamie;7;1;0;2;No;27832.15;24148.45;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL108697;FL;500;943.8;69;MALE;College;Engineer;paintball;14/05/2025;Parked Car;Rear;Minor Damage;Fire;OH;Alisonbury;21;2;1;3;No;26264.68;24377.62;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL108994;OH;600;1194.49;43;OTHER;PhD;Sales;hiking;04/12/2023;Parked Car;Front;Total Loss;Fire;TX;East David;12;3;0;0;No;19259.37;20531.17;110.0;Montant de reclamation eleve (>= P75) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Voiture garee avec trop de vehicules impliques
POL109119;CA;800;749.42;71;MALE;Masters;Teacher;paintball;05/11/2024;Single Vehicle Collision;Front;Minor Damage;inconnu;TX;Adamsview;6;1;2;5;No;26020.73;24993.45;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL109221;PA;300;812.23;21;FEMALE;PhD;Manager;reading;26/08/2025;Single Vehicle Collision;Rear;Total Loss;Police;PA;East Damonmouth;14;1;3;4;No;26616.41;24805.44;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL109774;OH;200;942.1;66;FEMALE;Masters;Teacher;movies;04/08/2025;Multi-vehicle Collision;Front;Major Damage;Police;NY;West Phillipmouth;10;2;4;2;No;29655.12;24988.32;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL109856;NC;400;1116.07;58;MALE;Masters;Doctor;chess;13/06/2024;Vehicle Theft;Front;Major Damage;Ambulance;NC;West Jennifer;0;2;3;4;Yes;16751.43;24349.09;110.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL109938;PA;200;921.41;31;FEMALE;College;Lawyer;camping;04/09/2024;Single Vehicle Collision;Unknown;Total Loss;Ambulance;FL;East Mathew;10;1;2;4;No;24973.66;24180.06;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL110503;NC;1000;1053.6;47;FEMALE;High School;Lawyer;hiking;25/10/2025;Vehicle Theft;Side;Total Loss;Fire;PA;Port Ryanville;0;1;0;3;Yes;20909.43;20069.32;110.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Gravite elevee sans blesse declare | Horaire atypique
POL110563;NC;500;608.1;44;MALE;College;Sales;camping;04/04/2025;Single Vehicle Collision;Rear;Total Loss;Police;NC;West Rachel;17;1;2;3;No;26171.33;24365.51;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL111508;TX;300;1363.11;33;OTHER;PhD;Engineer;hiking;07/03/2025;Multi-vehicle Collision;Side;Minor Damage;Ambulance;IL;Whitestad;15;2;2;1;No;23489.55;23953.9;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL112068;IL;500;1312.64;27;FEMALE;Masters;Lawyer;chess;12/12/2024;Parked Car;Unknown;Major Damage;Police;NY;Charlesport;16;2;4;1;No;28295.13;23962.92;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL112110;PA;700;1332.13;37;FEMALE;High School;Sales;movies;15/10/2025;Parked Car;Side;Total Loss;inconnu;CA;New Melissa;22;3;0;0;No;18799.66;19909.7;110.0;Montant de reclamation eleve (>= P75) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Voiture garee avec trop de vehicules impliques
POL112244;TX;600;1315.47;53;FEMALE;Masters;Sales;yachting;23/09/2025;Vehicle Theft;Rear;Major Damage;inconnu;PA;Haynesfurt;4;2;3;4;Yes;19402.41;24102.79;110.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL112298;TX;600;1407.52;52;MALE;High School;Manager;hiking;08/07/2024;Single Vehicle Collision;Rear;Total Loss;Ambulance;CA;Smithview;14;3;2;0;No;18574.97;24255.5;110.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL112566;PA;400;1486.62;75;OTHER;College;Clerk;yachting;17/07/2025;Parked Car;Unknown;Major Damage;Fire;NY;Ericland;19;2;0;1;No;26304.77;22727.43;110.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Gravite elevee sans blesse declare
POL113072;FL;300;898.24;49;OTHER;PhD;Manager;movies;01/05/2024;Multi-vehicle Collision;Side;Total Loss;inconnu;CA;Michaelhaven;6;3;3;0;No;19956.05;24632.25;110.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve
POL113086;NY;200;1040.42;47;FEMALE;College;Doctor;movies;12/12/2023;Vehicle Theft;Front;Total Loss;inconnu;NY;Nathanielburgh;11;4;1;0;Yes;23050.8;21156.91;110.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL113182;TX;300;1124.47;66;OTHER;High School;Doctor;camping;24/05/2024;Multi-vehicle Collision;Front;Total Loss;Police;NY;Goodmanport;13;2;1;1;No;23393.18;24813.52;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL113560;GA;400;711.62;51;MALE;PhD;Engineer;yachting;23/04/2024;Single Vehicle Collision;Side;Total Loss;Ambulance;NY;New Paul;14;2;2;1;No;27468.28;24953.83;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL113805;NY;600;988.87;55;MALE;PhD;Sales;reading;15/03/2025;Parked Car;Unknown;Major Damage;inconnu;FL;Shaunville;9;1;1;5;No;22982.13;24105.18;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL113887;NY;200;1088.75;26;OTHER;College;Sales;paintball;30/07/2024;Vehicle Theft;Rear;Total Loss;Police;FL;North Andre;4;2;4;1;Yes;22690.5;23541.2;110.0;Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL113904;IL;400;1045.07;60;FEMALE;Masters;Technician;paintball;16/04/2024;Single Vehicle Collision;Unknown;Major Damage;Ambulance;PA;Woodshaven;16;2;0;5;No;26657.24;22883.88;110.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Gravite elevee sans blesse declare
POL113991;TX;800;887.26;75;FEMALE;PhD;Manager;movies;18/03/2025;Multi-vehicle Collision;Unknown;Minor Damage;Fire;CA;Lake Ryan;10;1;0;5;No;25606.57;24508.57;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL114207;CA;700;1085.8;18;OTHER;PhD;Clerk;movies;02/05/2024;Vehicle Theft;Unknown;Major Damage;Police;PA;Stephaniefort;5;1;2;0;No;16328.91;24075.39;110.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Aucun temoin et pas de rapport de police | Horaire atypique
POL114336;TX;500;968.07;28;MALE;PhD;Engineer;reading;13/10/2025;Multi-vehicle Collision;Unknown;Major Damage;inconnu;TX;North Jeffery;14;2;1;1;No;24047.63;23854.03;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL114784;NC;800;795.59;20;OTHER;Masters;Lawyer;camping;17/06/2024;Vehicle Theft;Front;Minor Damage;Police;MI;New Richardton;0;2;2;5;Yes;23272.41;20883.9;110.0;Montant de reclamation extreme (>= P95) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL115289;CA;300;873.4;28;FEMALE;Masters;Engineer;movies;23/10/2024;Vehicle Theft;Rear;Total Loss;Fire;MI;Jordanport;5;2;1;5;Yes;18832.89;24511.62;110.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Horaire atypique
POL115380;FL;300;728.12;66;FEMALE;PhD;Teacher;paintball;27/05/2025;Multi-vehicle Collision;Front;Total Loss;Police;CA;Colemanbury;13;1;0;2;No;23192.39;22954.32;110.0;Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Gravite elevee sans blesse declare
POL115469;GA;200;648.46;60;OTHER;Masters;Manager;chess;12/08/2025;Vehicle Theft;Rear;Major Damage;Police;GA;North Adamport;5;1;0;3;Yes;22084.04;20560.6;110.0;Montant de reclamation tres eleve (>= P90) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Gravite elevee sans blesse declare | Horaire atypique
POL115759;CA;200;1401.43;64;MALE;High School;Doctor;camping;12/03/2025;Parked Car;Rear;Total Loss;Police;IL;Port Andrea;6;2;2;1;No;26492.37;24966.58;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL116187;NC;500;725.07;60;MALE;College;Doctor;reading;08/03/2025;Parked Car;Front;Total Loss;Police;NY;Andersonberg;8;1;3;5;No;26889.75;24009.56;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL116202;NY;600;1166.6;38;FEMALE;Masters;Clerk;paintball;03/06/2025;Single Vehicle Collision;Front;Total Loss;Police;OH;Jacobschester;3;3;3;0;Yes;20891.19;24391.83;110.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Nombre de vehicules impliques eleve | Horaire atypique
POL116484;NY;300;1440.83;53;OTHER;High School;Doctor;hiking;01/11/2025;Single Vehicle Collision;Unknown;Minor Damage;Police;NY;Lake Dylanville;6;1;3;2;No;28420.86;24639.51;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL116588;TX;400;939.0;65;OTHER;High School;Teacher;paintball;09/06/2024;Single Vehicle Collision;Rear;Major Damage;Ambulance;GA;Port Gary;22;1;2;4;No;24416.34;24498.84;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL117016;NC;300;1008.09;37;OTHER;High School;Technician;reading;25/12/2024;Multi-vehicle Collision;Unknown;Total Loss;Ambulance;FL;Whiteton;8;2;4;2;No;27924.12;24388.08;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL117515;PA;700;1204.52;40;FEMALE;College;Lawyer;chess;06/06/2024;Multi-vehicle Collision;Unknown;Major Damage;Fire;MI;New Deborah;22;2;2;3;No;27677.05;24580.26;110.0;Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police
POL117570;PA;200;936.29;25;OTHER;Masters;Doctor;paintball;17/08/2024;Parked Car;Front;Total Loss;Police;TX;Port Michaelton;8;3;4;0;No;13489.89;24094.0;110.0;Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Voiture garee avec trop de vehicules impliques
POL118446;MI;500;1288.59;38;MALE;High School;Teacher;camping;12/08/2025;Parked Car;Side;Total Loss;Police;NY;Lake Davidfurt;16;2;0;4;No;20975.91;24457.17;110.0;Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Reclamation extreme vs prime (ratio >= 12) | Montant tres eleve sans rapport de police | Gravite elevee sans blesse declare
