policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;fraud_reported;suspicion_score;motif_suspicion
POL117562;FL;300;1068.06;58;MALE;Masters;Doctor;camping;19/01/2024;Parked Car;Front;Total Loss;Ambulance;MI;Hughesville;11;4;3;0;Yes;16298.52;19898.79;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL118376;GA;1000;1097.11;53;MALE;College;Engineer;paintball;22/09/2024;Parked Car;Rear;Total Loss;Fire;OH;West Danielbury;13;4;0;0;Yes;5119.28;8987.43;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL118967;NY;700;1119.28;72;MALE;Masters;Technician;camping;02/02/2025;Parked Car;Side;Total Loss;Ambulance;TX;North Adam;2;3;1;0;Yes;8161.93;7502.07;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL119381;GA;700;1289.06;37;MALE;College;Teacher;reading;27/03/2024;Parked Car;Rear;Total Loss;Fire;CA;Kennethland;18;4;0;0;Yes;10716.26;11655.96;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL119736;IL;400;1223.85;71;OTHER;PhD;Sales;hiking;16/09/2024;Parked Car;Front;Total Loss;Police;MI;South Amandamouth;14;4;4;0;Yes;16437.43;20362.65;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL119858;NC;400;1011.82;70;MALE;High School;Sales;reading;13/10/2024;Parked Car;Front;Total Loss;Police;NC;West Jamie;7;4;3;0;Yes;12651.56;12966.49;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL120055;OH;200;1345.67;74;MALE;Masters;Lawyer;movies;09/11/2024;Parked Car;Rear;Total Loss;Fire;GA;Port Patricia;13;4;0;0;Yes;9911.63;8910.6;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL120060;OH;300;1240.06;64;MALE;PhD;Technician;camping;09/02/2024;Parked Car;Unknown;Total Loss;Fire;FL;South Thomasmouth;18;4;0;0;Yes;12118.45;20398.24;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL120590;TX;800;1024.91;52;MALE;PhD;Technician;paintball;01/04/2024;Parked Car;Rear;Total Loss;Inconnu;PA;Pricebury;19;3;1;0;Yes;10934.66;19354.15;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL120952;PA;600;1466.57;63;MALE;Masters;Technician;chess;29/05/2025;Parked Car;Side;Total Loss;Ambulance;CA;Port Richard;3;4;2;0;Yes;15237.2;15205.78;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL121241;GA;1000;1420.53;45;FEMALE;Masters;Sales;reading;02/06/2025;Multi-vehicle Collision;Front;Total Loss;Ambulance;IL;Loriview;19;2;3;0;No;19384.28;23341.18;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL121264;NC;700;956.17;70;OTHER;Masters;Clerk;reading;13/04/2024;Parked Car;Rear;Total Loss;Inconnu;CA;New Robertmouth;3;3;4;0;Yes;2416.53;4226.23;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL121341;CA;300;989.18;52;FEMALE;College;Technician;yachting;25/12/2024;Single Vehicle Collision;Unknown;Total Loss;Fire;MI;South Mikaylaview;5;4;4;0;Yes;14658.71;24261.13;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL121567;NY;500;1035.03;49;MALE;College;Engineer;hiking;20/10/2024;Parked Car;Side;Total Loss;Ambulance;NC;Kelseyshire;12;3;2;0;Yes;11164.53;10723.23;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL121587;CA;800;1311.04;58;OTHER;Masters;Clerk;paintball;14/04/2025;Parked Car;Front;Total Loss;Fire;CA;New Kyle;13;3;1;0;Yes;4646.52;3926.35;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL122331;FL;300;673.23;42;FEMALE;High School;Lawyer;reading;07/05/2025;Multi-vehicle Collision;Unknown;Total Loss;Fire;PA;South Hollyville;15;1;3;0;Yes;14643.39;24348.32;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL122833;FL;1000;944.91;46;OTHER;Masters;Technician;yachting;24/12/2024;Single Vehicle Collision;Rear;Total Loss;Police;NC;Griffithville;19;3;3;0;Yes;23907.58;20526.16;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL123117;GA;1000;670.66;69;OTHER;High School;Manager;hiking;05/06/2024;Parked Car;Rear;Total Loss;Fire;CA;Hunterfort;21;4;3;0;Yes;14428.97;15998.53;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL123223;FL;700;902.28;40;FEMALE;PhD;Lawyer;reading;29/10/2024;Single Vehicle Collision;Front;Total Loss;Ambulance;IL;Port Marie;18;3;0;0;No;15395.87;23346.09;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL123339;FL;700;800.56;71;OTHER;College;Clerk;camping;04/09/2024;Parked Car;Front;Total Loss;Inconnu;NY;Williamsonbury;13;3;4;0;Yes;10617.87;10339.05;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL123570;PA;200;1306.58;61;OTHER;Masters;Engineer;chess;21/11/2023;Single Vehicle Collision;Side;Total Loss;Inconnu;FL;Port Christinaville;0;1;0;0;No;16924.07;23216.81;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL123757;CA;1000;1044.32;55;FEMALE;PhD;Clerk;movies;05/06/2024;Parked Car;Side;Total Loss;Police;CA;Aaronmouth;4;3;1;0;Yes;7879.77;13851.1;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL123953;PA;600;1344.57;69;OTHER;High School;Lawyer;movies;04/05/2024;Parked Car;Side;Total Loss;Ambulance;CA;Cohenberg;17;3;2;0;Yes;1294.4;1894.92;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL124428;OH;800;944.9;49;OTHER;PhD;Lawyer;chess;08/05/2024;Single Vehicle Collision;Rear;Total Loss;Inconnu;NY;Robbinston;6;3;1;0;No;15677.28;23302.29;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL124656;GA;500;696.66;60;OTHER;PhD;Teacher;hiking;30/03/2025;Multi-vehicle Collision;Unknown;Total Loss;Police;MI;New Stephanie;16;3;2;0;No;19374.35;22621.79;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Pas de rapport de police | Perte totale sans temoin (combinaison aggravante) | Montant total tres eleve (>= P90)
POL124787;NY;300;1155.8;27;OTHER;Masters;Engineer;yachting;12/02/2024;Parked Car;Rear;Total Loss;Police;OH;Yangshire;17;3;4;0;Yes;14002.86;19594.73;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL124856;TX;300;1134.64;46;FEMALE;High School;Lawyer;paintball;22/03/2025;Parked Car;Side;Total Loss;Fire;OH;Lake Michaelburgh;9;3;3;0;Yes;10717.89;9399.61;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL125127;IL;800;1084.05;49;MALE;PhD;Technician;reading;13/05/2025;Single Vehicle Collision;Rear;Total Loss;Police;PA;Dawnshire;7;1;4;0;Yes;18703.78;24867.6;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL125306;GA;400;1376.17;44;FEMALE;Masters;Clerk;camping;27/12/2024;Parked Car;Front;Total Loss;Fire;FL;Moorebury;12;3;4;0;Yes;11368.48;17549.15;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL125320;OH;1000;835.19;40;FEMALE;PhD;Teacher;chess;02/06/2025;Parked Car;Side;Total Loss;Police;MI;West Brian;10;4;1;0;Yes;5517.65;8285.43;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL125503;MI;300;858.15;53;FEMALE;Masters;Teacher;chess;23/01/2025;Parked Car;Unknown;Total Loss;Police;TX;New Nancy;5;3;4;0;Yes;18145.02;16724.08;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL125540;CA;500;675.28;26;MALE;PhD;Teacher;paintball;02/11/2025;Multi-vehicle Collision;Rear;Total Loss;Police;GA;Lake Dillonside;0;4;4;0;Yes;25927.07;22284.41;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL125651;GA;300;1104.7;34;MALE;PhD;Teacher;chess;14/07/2024;Single Vehicle Collision;Side;Total Loss;Fire;MI;North Aaronport;1;1;1;0;Yes;21193.98;23452.62;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90)
POL125709;TX;400;765.52;42;MALE;Masters;Engineer;reading;17/06/2025;Multi-vehicle Collision;Front;Total Loss;Fire;PA;Lake Steven;2;3;0;0;Yes;26679.25;22409.31;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL126351;MI;800;1185.15;47;OTHER;High School;Engineer;chess;02/10/2025;Parked Car;Rear;Total Loss;Inconnu;PA;Rebeccamouth;3;4;3;0;Yes;4302.55;4639.69;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL127043;CA;200;1416.1;46;OTHER;High School;Doctor;paintball;19/09/2024;Parked Car;Rear;Total Loss;Police;CA;Williambury;3;3;3;0;Yes;7884.67;10859.9;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL127141;OH;200;1207.13;19;OTHER;High School;Teacher;camping;06/10/2025;Parked Car;Rear;Major Damage;Inconnu;TX;South Christinashire;9;4;2;0;No;28935.69;24338.55;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL127157;FL;600;637.41;29;MALE;High School;Engineer;movies;25/04/2025;Parked Car;Side;Total Loss;Ambulance;IL;Jonesshire;9;3;0;0;Yes;424.12;646.18;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL127701;NY;600;907.12;47;MALE;Masters;Teacher;camping;05/03/2025;Multi-vehicle Collision;Side;Total Loss;Ambulance;MI;West Keith;18;1;0;0;Yes;15049.7;24557.33;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL128766;CA;800;820.75;75;MALE;College;Manager;yachting;05/02/2024;Parked Car;Rear;Total Loss;Inconnu;OH;New Tammytown;5;3;3;0;Yes;17494.62;20686.18;N;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Voiture garee avec trop de vehicules impliques
POL129304;CA;300;743.84;63;OTHER;High School;Sales;reading;26/09/2024;Parked Car;Rear;Total Loss;Police;GA;Lake Elizabeth;22;1;0;0;Yes;17302.56;24817.33;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant total extreme (>= P95)
POL129772;MI;600;1488.09;72;FEMALE;PhD;Teacher;camping;26/05/2025;Single Vehicle Collision;Rear;Total Loss;Inconnu;CA;Erinborough;16;2;4;0;Yes;25864.9;21829.44;Y;63.0;Autorite contactee (signal negatif) | Aucun temoin | Perte totale declaree | Perte totale sans temoin (combinaison aggravante) | Montant de reclamation extreme (>= P95)
POL102574;FL;1000;860.36;38;OTHER;Masters;Clerk;chess;10/01/2024;Vehicle Theft;Front;Minor Damage;Ambulance;TX;Port Paulborough;4;1;3;0;Yes;25728.83;24914.0;N;62.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL106814;NY;500;981.48;73;MALE;College;Clerk;movies;18/12/2023;Vehicle Theft;Side;Total Loss;Fire;FL;New Jared;3;3;3;3;No;23822.56;21349.49;N;62.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL110433;GA;400;1386.83;62;MALE;PhD;Engineer;chess;25/03/2025;Vehicle Theft;Front;Total Loss;Inconnu;GA;Christopherfurt;0;2;1;5;No;24255.34;21678.59;Y;62.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL112521;IL;300;768.96;68;FEMALE;High School;Clerk;movies;04/05/2025;Vehicle Theft;Rear;Total Loss;Inconnu;MI;Heatherville;2;4;3;3;No;23951.84;20835.27;N;62.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL113511;OH;600;636.89;32;MALE;College;Technician;yachting;14/12/2024;Vehicle Theft;Front;Minor Damage;Police;PA;West Kylie;0;2;2;0;Yes;24527.1;24178.62;N;62.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL115872;FL;700;1079.37;42;FEMALE;College;Teacher;reading;11/11/2023;Vehicle Theft;Side;Total Loss;Inconnu;FL;Lake Diane;4;2;3;5;No;24662.18;21124.97;N;62.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL118175;FL;700;777.11;51;MALE;High School;Clerk;paintball;06/10/2024;Vehicle Theft;Rear;Total Loss;Police;IL;Alexafurt;1;1;1;4;No;22530.9;22671.88;N;62.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL118240;MI;500;1067.81;72;OTHER;High School;Sales;yachting;09/07/2025;Vehicle Theft;Front;Major Damage;Police;MI;Lake Jo;0;3;2;0;No;21583.63;22143.76;N;62.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL123522;NY;200;1395.45;32;OTHER;PhD;Manager;hiking;08/12/2023;Vehicle Theft;Rear;Minor Damage;Police;NC;South Sharonshire;2;4;1;0;No;22582.08;19066.4;N;62.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL126370;TX;200;681.36;50;FEMALE;College;Lawyer;camping;13/10/2025;Vehicle Theft;Side;Minor Damage;Inconnu;OH;Jeffreyhaven;5;2;1;0;Yes;28260.97;24507.69;N;62.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
